Review_Index,Restaurant,Reviewer,Teencode_Found,Original_Comment
133,Ăn Cơm Uống Nước Garden,Linh Pham,nchuyen,"nhìn dĩa cơm có vẻ ít nhưng khá no, vị đậm đà, view mát mẻ dễ nchuyen ko bị ồn nhạc, toilet cần vệ sinh sạch hơn"
134,Ăn Cơm Uống Nước Garden,G1-TCG,"padthai, khuyến, hải","món sườn cây ngon chuẩn vị không quá cay ,ai ăn cay hơn có thể yêu cầu quán làm, padthai ngon hơn các chỗ khác, đậu hủ sốt me lớp ngoài giòn lớp trong mềm dẻo, canh tomyum chua ngọt khá kích thích vị giác, hải sản tươi, quán nằm núp hẻm nhưng dễ tìm , chung hẻm với yen sushi và pizza4p, khuyến nghị nên đi đông để thử được nhiều món"
136,Ăn Cơm Uống Nước Garden,Mandy,hibicus,"đồ uống và đồ ăn nhiều vị chua, mình nghĩ quán nên điều chỉnh gia vị để phù hợp hơn, mình ăn chua cũng cũng á mà còn thấy chua quá, nước mình gọi món: trà hibicus món ăn: mì mama (chua nè), cơm (ổn áp), cari: hơi nồng mùi và mặn nhưng cũng tạm, thịt xiên: có lòng ko tươi, cá chiên xù ăn với xoài: mà xoài chua lắm, xôi xoài: ok, nhân viên phục vụ tốt, điểm trừ là quán ko có chỗ đậu ô tô"
137,Ăn Cơm Uống Nước Garden,Vince Lê,"đãng, rãi","không gian rộng rãi thoáng đãng, mình gọi gỏi xoài cá trê và pad thái là đã no rồi, phần gỏi xoài rất nhiều, phù hợp cho 3-4 người ăn, mong quán có thêm option giảm 1/2 để mình có thể thưởng thức thêm món khác nữa, sẽ quay lại nếu có dịp"
138,Ăn Cơm Uống Nước Garden,Cham Quynh,"rãi, laii, rồn",nhân viên phục vụ chuyên nghiệp ko gian rồn rãi đồ ăn ổn sẽ quay laii lần sau nằm trong hẻm
139,Ăn Cơm Uống Nước Garden,Lưu Ngọc Khánh Linh,"hỗ, thiệu","mình đến quán để tổ chức sinh nhật và thật sự rất hài lòng với đồ ăn và dịch vụ ở đây, đồ ăn ngon, nêm nếm rất vừa miệng, nhân viên ở đây cực kỳ dễ thương và nhiệt tình, mình lỡ tay làm đổ ly nước, không ngờ quán còn tặng lại ly mới mà không tính thêm phí, mình rất biết ơn luôn, cảm giác được nhận sự quan tâm và hỗ trợ rất chân thành từ các bạn nhân viên ở đây, 10 điểm cho sự dễ thương và thân thiện của quán, mình sẽ quay lại thêm nhiều lần nữa và sẽ giới thiệu cho bạn bè biết đến"
142,Ăn Cơm Uống Nước Garden,Hà Châu Nguyễn,hỗ,"đồ ăn ngon, nhân viên nhiệt tình, hơi đông nên gọi món hơi chậm nhưng nhân viên vẫn cố gắng hỗ trợ nhiệt tình"
147,Ăn Cơm Uống Nước Garden,Nhan Ngoc,nhìu,"đồ ăn siu nhìu, hợp khẩu vị lắm nha, tụi mình đi 3 đứa gọi 4 món no căng"
148,Ăn Cơm Uống Nước Garden,Jenna Nguyen,tiếu,"quán ăn khá ngon, đồ ăn nhiều, mình gọi hủ tiếu súp cay mà nhận được nguyên 1 thố khá lớn, nước dừa ngọt nhưng ko được lạnh"
149,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Anh Tuyết,"recom, nhìu, đỉm","quán okela lắm nha mấy bồ, kiểu tui order nhiều món ăn thử cho biết, mà thấy 1 phần khá nhìu đó, vừa miệng với tui, qua quận 6 chơi tui recom ghé thử nha, 10 đỉm"
151,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Nga Phạm,oden,"mình đi theo rv tiktok nên khá kì vọng về quán, mà thật sự là thất vọng không thể tả, mình mua theo hình trên menu gồm: 1 phần chả cá 2 cây, 1 phần gà sốt hàn, mà lúc về mở ra mới thấy gà không hề có sốt, oden cũng chỉ có 1 cây, thật sự bỏ tiền thấy không đáng 1 chút nào hết"
152,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Xanh Nguyễn Mộc,xĩu,"lần đầu đặt bên này hơi xa nhưng mà giao nhanh xĩu, đóng gói cũng cẩn thận không bị đổ ra như mấy chỗ khác, vị vừa không quá cay, mọi người nên ủng hộ"
154,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Mai Phương Dương Vũ,nhaa,"đồ ăn siêu ngon với giá siêu mềm, quán còn phục vụ tốt nữa, bạn nào quanh quận 6 cũng nên ghé thử không uổng đâu nhaa"
155,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Te Nong,hssv,"địa chỉ quán khá dễ tìm, đồ ăn rẻ, ngon phù hợp với hssv, mấy bạn nhân viên nói chuyện dễ thương nhiệt tình"
156,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Hòa Phạm,"dthg, tok","nhân viên dthg, đồ ăn ngon, mê nhất là món tok phô mai, cay cay quá đã, đi ăn trời mưa nữa thì is the best"
157,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,31.NGUYỄN HỒNG TẤN,"lun, kk, tok","mình thấy mn xếp hàng khá đông nên ghé ăn thử ai ngờ mê lun kk, quán chủ yếu đồ ăn vặt của hàn như gà, chả cá, tok,,, giá hạt dẻ"
158,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Võ Trường,tok,"các bạn nhân viên dễ thương, hiếu khách, mê món tok phô mai xỉu, giá cũng siu rẻ, sẽ ghé lại ủng hộ quán dài dài"
159,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Chỉnh Trần Ngọc,tok,"lần thứ n đến quán, cay đúng chuẩn hàn, mê cái sốt gà dễ sợ, tok cũng khá ngon, quan trọng là giá quá rẻ, mn ghé thử nha"
160,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Trần Đình Quang,cuỗi,"quán thoáng mát, đi cuỗi tuần k còn chỗ ngồi luôn, gà ngon sốt xuất sắc chuẩn hàn, lần sau sẽ ủng hộ tiếp"
161,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Thanh Thoại Thái,"lun, mk","đồ hàn ở đây rất ngon, giá rẻ bất ngờ lun, mỗi tội hôm mk đi hơi đông khách ngồi hơi chặt n vẫn cho 5 sao ạ"
162,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Hien Thanh,"đc, lun","nhân viên tận tình, order nhanh, sốt gà siu cay siu mê, ăn vào ko ngừng đc luôn, chắc thành khách ruột lun quá"
166,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Quỳnh Như,hihi,"quán quen hihi, ăn gà ở đây bao dính, sốt đậm vị cay cay thêm lon coca thì 10 điểm không có nhưng"
168,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,Mai Anh,hobak,"nhân viên nhiệt tình vui vẻ, ai tín đồ của món hàn thì nên ghé thử hobak nhé, giá hợp túi tiền siu rẻ"
169,Ăn Vặt Hàn Ăn Là Ghiền - HoBak Quận 6,39 Tuyền 10a4,"lun, haha","quán sạch sẽ, vệ sinh, thức ăn được chuẩn bị nhanh chóng, rất hài lòng, sau sẽ kéo bạn qua ăn lun haha"
177,Đồi Thái - Hủ Tiếu Thái Lan,Luân Trương Nguyễn,mookata,"quán ăn nhỏ nằm trên một ngọn đồi đặt biệt giữa quận 1, đường vào quán nhỏ và hơi dốc, chỉ có xe máy mới đi được, không gian quán nhỏ, hơi chật và phải ngồi bệt, quán khá là nóng, các món ăn thái lan khá ngon, trà sữa cũng ngon, đặc biệt là có món mookata đặc sản thái lan ăn khá là ngon, bạn nên thử một lần, mì thái thì ăn hông ngon lắm"
178,Đồi Thái - Hủ Tiếu Thái Lan,Gaby Gigi Vo,nập,"quán nằm trong 1 con hẻm nhỏ có nhiều quán ăn và quán cà phê theo phong cách retro, quán đem tới cảm giác hoài niệm giữa trung tâm sài gòn tấp nập, quán rất nhỏ, chỗ ngồi không được thoải mái và đặc biệt là rất đông vào buổi trưa những ngày trong tuần do xung quanh là rất nhiều tòa nhà văn phòng, mì tomyum ngon nhưng mình có 1 xíu lo ngại về tiêu chuẩn vệ sinh, chỗ để muỗng đũa không được chỉn chu, đũa chạm vào tường với nhiều chỗ bị ố mốc"
179,Đồi Thái - Hủ Tiếu Thái Lan,Diễm,"hải, nhàng","tin theo review đến mua về ăn thử và không thể thất vọng hơn, quán cũ kỹ và bốc mùi ẩm mốc, nhưng mình không ngồi lại ăn nên thôi không bàn sâu, vấn đề lớn nhất nằm ở thái độ của quán và chất lượng đồ ăn, anh nhân viên (hoặc có thể là chủ luôn) giống như không cần khách vậy, thờ ơ và trịch thượng, cầm điện thoại bấm không thèm nhìn mặt mình luôn, đến khi mình hỏi có món mì không vì cảm thấy menu này không đủ món thì mới lôi thêm một cái menu nữa ra quẳng lên bàn, mì tomyum hải sản cốt dừa 60k và mì mama mini 79k dùng chung một loại nước lèo, không hề khác gì nhau cũng chẳng có cốt dừa gì nốt, nếu nói là nước thái thì cũng không đạt mà là nước tomyum thì cũng sai bét, tôm và mực không tươi, cực kỳ bở, không thể nuốt nổi hết món nào trong 2 món này, mình không hiểu sao mọi người đều khen nhưng chất lượng món ăn cộng thái độ phục vụ khách hàng tệ đến mức này thì có 0 sao mình cũng chấm chứ 1 sao thì còn quá nhẹ nhàng"
180,Đồi Thái - Hủ Tiếu Thái Lan,Trang Nguyễn Thị Thùy,dùm,"món ăn ngon , nguyên liệu tươi , giá cả phải chăng , không gian như ở nhà , thái độ phục vụ kì cục , nhiệt tình nướng thịt luôn dùm khách , niềm nở đến khi khách ra về luôn"
183,Đồi Thái - Hủ Tiếu Thái Lan,Triều Thuận,tiếu,"hủ tiếu ngon, nhiều topping và vị vừa ăn, không gian quán nhỏ nhưng vibe cũng thái lan, thái độ nhân viên nhiệt tình, dễ thương, có điều nằm trong con hẻm khá khó kiếm, chạy xe máy vô cũng khá khó và phải hỏi đường, nhưng tổng thể ok, giá ăn no tầm 60-90k"
184,Đồi Thái - Hủ Tiếu Thái Lan,Bé Mẹc Sì Gòn,"lun, mng, ùi","quán vibe thái nằm trên đồi nhìn hay, - không gian: i như mấy quán local thái lun á, trên lầu có nhiều cửa sổ nên thoáng mát, ở dưới thì hơi ngộp xí tại bàn kê sát nhau, - thức ăn: quá ngon, i love it, quán guột ăn quài không ngán, vị đậm đà chua cay, xem ảnh ở dưới để thấy sự full topping này, - giá: mình thấy ổn áp từ 50-65ka là được 1 tô đầy ụ, topping ngập mặt, lưu ý: quán mở từ 11h (trên gg ghi sai) và buổi trưa khá đông do có nhiều văn phòng xung quanh nên sg mng ăn trễ trễ xíu, hết ùi! nói chung là quán này mình ăn nhiều lần thích quá nên đây review để mọi người cũng tới ăn thui nè"
185,Đồi Thái - Hủ Tiếu Thái Lan,Riki Hiagari,tiếu,"đồ ăn ngon, chuẩn vị thái lan, giá cả phải chăng, view thoáng mát, chỗ để xe hơi hạn chế chút phải để bên ngoài, đi xe máy thì ok chứ ô tô chắc khá cực, cảm giác ăn hủ tiếu vị khá giống ăn hủ tiếu thuyền ở thái"
186,Đồi Thái - Hủ Tiếu Thái Lan,Chuyện Đạt Kể,"mookata, hỗ, tiếu","quán tuy nhỏ nhưng mà rất chill rất gia đình rất ấm áp, đồ ăn hoàn_hảo rất rất ngon mà giá cả thì siêu siêu rẻ, từ hủ tiếu thái lan, lẩu nướng mookata hay các món gỏi món ăn vặt đường phố đều đậm vị đậm chất thái, nước uống thì theo mình rất ok, trà tắc trà sữa đều ngon, về chỗ để xe thì hơi hạn chế, nhưng các anh các bạn nhân viên rất nhiệt tình, thân thiện, vui vẻ niềm nở luôn hỗ trợ mình, cảm ơn quán, luôn luôn ủng hộ quán nhiều nữa vì đã làm ngon miệng và no bụng mình hài_lòng cười_ngại một trải nghiệm quán là tuyệt vời"
188,Đồi Thái - Hủ Tiếu Thái Lan,Thuminn 152,tiếu,"mn tới quán chạy thẳng lên dốc ,rẽ phải ,quán nằm ở cuối ,vị trí khá là chill như đường đà lạt ,hơi hạn chế chỗ ngồi nên lưu ý giờ cao điểm,hủ tiếu ổn áp ,còn nước thì mình chưa thích lắm uống tạm ,mà quán thú vị lắm ,xung quanh còn có tiệm cf ,shop đồ gốm,,,,nói chung đáng trải nghiệm thử"
189,Đồi Thái - Hủ Tiếu Thái Lan,Sunny,kh,"lưu lâu rồi nhưng mà mới ghé vì quán off chủ nhật rưng_rưng quán nằm trên 1 con đồi, lúc đi cũng khá bất ngờ vì ko nghĩ ở sg mà cũng có một chỗ này á mình gọi hủ tíu gù heo, ăn khá ngon nhưng mà hơi béo 1 tí, nếu chua hơn ăn sẽ đỡ ngán nè, góp ý với quán là nên thêm nhiều rau muống tí ạ, ít quá ăn kh đã thả_tim ngoài đồi thái ra trên này còn nhiều quán ăn, quán cf khác, có dịp mn trải nghiệm nhé"
190,Đồi Thái - Hủ Tiếu Thái Lan,Lệ Hà,gũi,"mình đi nhiều lần ưng xỉu, tuy không gian nhỏ nhưng đồ ăn, thức uống, nhân viên phục vụ cho đến bếp đều mang cảm giác gần gũi như là nhà, thêm mình cũng thích mấy bé mèo ở đây nữa"
191,Đồi Thái - Hủ Tiếu Thái Lan,Xuân Thanh,"mookata, kông","không gian ở ngoài như đà lạt, kông gian quán nhỏ mà ấm, có 2 tầng, đồ ăn lên hơi lâu, nhưng mà bù lại đồ ăn ok, mình thích nhất món miến trộn thái, mình kêu 1 phần mookata và miến trộn thái, ăn 2 người thấy no á, chắc sẽ quay lại lần nữa thôi"
193,Đồi Thái - Hủ Tiếu Thái Lan,Ro-Ken Channel,đc,"hương vị tạm ổn, nhưng để cho 10 điểm thì chưa đạt, tầm 8/10, giá cả phải chăng 65k/tô thập cẩm, nước uống cũng ngon, quán hơi nóng, điểm trừ cho cái quạt quay có vẻ rất nhanh nhưng ko ra đc tí gió"
195,Đồi Thái - Hủ Tiếu Thái Lan,Lalice Ng,nhở,"trải nghiệm rất tệ, nếu đến đây, mọi người nên cân nhắc gọi món lẩu, lẩu có gan bò tanh, cánh gà chiên còn sống, thái độ phục vụ rất khó chịu, đặc biệt là anh phục vụ (có vẻ là chủ quán), lúc bạn mình gọi menu thì anh nhân viên có thái độ quát ""từ từ"" mình từng đến đây nên biết chỉ nên ngồi một bàn ở trên lầu, lúc đó mình đang nghe điện thoại gia đình nên chuyển đồ sang bàn bạn mình ngồi, sau khi gọi xong, mình quay lại bàn, chưa kịp qua bàn bạn mình thì bị nhắc nhở với thái độ không hề dễ chịu"
196,Đồi Thái - Hủ Tiếu Thái Lan,Linh Chi,"kratha, mng","phần lẩu có 150k rẻ vãi, nhiều nữa, ai không ăn được gan, tim thì có thể đổi qua thịt nha vì trong phần này có các món đó, trứng sốt thái ăn oke, miến trộn cũng ok, đặc biệt phần nước moo kratha càng ăn càng ngon nha mng, kiểu nó thấm vị thịt á, ăn mê lắm"
197,Đồi Thái - Hủ Tiếu Thái Lan,NHUNG VO,okila,"món nào cũng đậm đà, okila ạ - mà không gian hơi nhỏ xíu, buổi trưa ngồi hơi nóng á mấy bà - nhớ thử món mì mama nhe mấy bà úi - sẽ quay lại thử thêm nhiều món ạ"
198,Đồi Thái - Hủ Tiếu Thái Lan,Thanh Vân,"nhiu, cmt, gưit, tiếu, đc, nhoa, lémm","đây là lần đâu tiên mình đi ăn quán thái , mình thấy nhiều concept quán thái của các quán nổi tiếng nhưng đây là lần đầu mình trải nghiệm ăn món thái tại đây khác xa những quán mình đc xem qua trên mạng 1, quán nằm trong khu 36 cmt có nhiu quán nữa í, chạy vào hẻm 36 là con dốc r chạy lên dốc tí nhìn bên phải có logo tô hủ tiếu chữ thái lẻn là quán, chỗ để xe hơi ít chỗ để nhen, nếu hết chỗ gưit thì có thể để bên ngoài hẻm 36, có anh nv hướng dẫn nhoa mn, 2, không gian quán nhỏ lắm nhen chứ ko phải có, có lầu, nhưng hơi khó đi 3, phục vụ các ac dễ thương lémm 100đ 4, món ăn, theo cảm nhận của mình thì món ăn đậm đà, ngon, mình ăn hủ tiếu tomyum bò 55k / tô vị đậm chua cay ngọt đủ ăn đã thật sự, có rau muống cắt nhỏ, mình có uống trà sữa thái xanh có thạch 27k , bạn mình ăn hủ tiếu khô thái bò 45k + trà sữa thái xanh thạch 27k : tổng 2 đứa 154k / 2 đứa con gái ăn no nhen yêu_thích 4, kế bên có quán nước tiệm cà phê trên đồi cũng dễ thương lém, sẽ ghé ăn nữa"
